,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
6317,15.6,0.105208448,3,33,2,0,4466.1864,0,1,0,0
6318,9.8,0.14118383,1,11,1,0,253.004,0,0,1,0
6319,11.1,0.135692831,4,11,1,0,2628.5784,0,0,1,0
6320,15.6,0.116347087,1,35,1,0,2526.711,0,0,0,1
6321,11.8,0.12150063,1,33,2,0,413.4618,0,1,0,0
6322,7.72,0.088864488,2,13,0,1,3064.0116,0,1,0,0
6323,10.5,0.070912843,2,35,1,0,2410.196,0,0,0,1
6324,19.6,0.041571557,1,23,0,2,623.1888,0,1,0,0
6325,6.425,0.093454899,3,23,0,2,2988.1104,0,1,0,0
6326,20.85,0.021329793,2,23,0,2,940.7754,0,1,0,0
6327,18.0,0.079299474,3,22,0,0,344.8844,1,0,0,0
6328,7.05,0.085138334,2,18,0,1,1310.2944,0,1,0,0
6329,16.25,0.087175137,2,23,0,2,1351.574,0,1,0,0
6330,20.7,0.093214498,1,13,0,1,2143.876,0,1,0,0
6331,5.44,0.025458716,4,33,2,0,3124.5994,0,1,0,0
6332,20.5,0.032741422,1,33,2,0,589.233,0,1,0,0
6333,12.35,0.038560279,2,21,1,2,1208.427,0,1,0,0
6334,12.15,0.130544568,4,35,1,0,7883.072,0,0,0,1
6335,4.61,0.122629121,3,16,0,1,2616.594,0,1,0,0
6336,8.275,0.110913601,2,13,0,1,1254.3672,0,1,0,0
6337,16.6,0.121635591,3,35,1,0,2954.1546,0,0,0,1
6338,8.27,0.128449055,4,11,1,0,4442.2176,0,0,1,0
6339,7.905,0.055098434,2,18,0,1,976.7286,0,1,0,0
6340,16.2,0.0,3,21,1,2,3123.9336,0,1,0,0
6341,16.75,0.0,4,35,0,2,256.9988,1,0,0,0
6342,13.6,0.010013429,3,18,0,1,4587.362,0,1,0,0
6343,9.395,0.040187877,1,13,0,1,1593.9252,0,1,0,0
6344,7.35,0.024044279,4,22,0,0,242.3512,1,0,0,0
6345,15.35,0.014007727,1,33,2,0,292.952,0,1,0,0
6346,14.5,0.041214746,1,33,2,0,629.181,0,1,0,0
6347,12.6,0.031663212,3,11,1,0,1030.6584,0,0,1,0
6348,10.8,0.0,1,33,2,0,1015.345,0,1,0,0
6349,18.85,0.042716162,4,21,1,2,3332.329,0,1,0,0
6350,12.15,0.06479182,4,18,0,1,2277.036,0,1,0,0
6351,11.6,0.009761175,4,16,0,1,1800.3232,0,1,0,0
6352,15.3,0.02295878,2,33,2,0,1845.5976,0,1,0,0
6353,20.35,0.030927632,4,23,0,2,3579.3408,0,1,0,0
6354,14.5,0.103752817,3,22,0,0,307.5996,1,0,0,0
6355,6.89,0.136428395,4,23,0,2,1737.738,0,1,0,0
6356,14.6,0.071904258,2,22,0,0,108.5254,1,0,0,0
6357,16.85,0.026627857,1,11,1,0,745.696,0,0,1,0
6358,8.93,0.028393624,3,33,2,0,1378.206,0,1,0,0
6359,8.31,0.116331694,3,13,0,1,3010.7476,0,1,0,0
6360,19.0,0.112893408,2,22,0,0,524.6504,1,0,0,0
6361,19.7,0.017937483,2,35,1,0,1547.985,0,0,0,1
6362,19.2,0.164438907,4,35,0,2,376.8428,1,0,0,0
6363,5.19,0.044252621,2,23,0,2,1651.184,0,1,0,0
6364,17.0,0.120060274,4,13,0,1,4470.1812,0,1,0,0
6365,11.65,0.010909704,2,33,2,0,1677.816,0,1,0,0
6366,20.25,0.059055045,4,18,0,1,1970.768,0,1,0,0
6367,10.0,0.149223055,3,22,0,0,874.8612,1,0,0,0
6368,10.5,0.084404264,1,35,0,2,143.8128,1,0,0,0
6369,11.1,0.054079556,3,13,0,1,2631.2416,0,1,0,0
6370,11.8,0.057655493,3,11,1,0,1662.5026,0,0,1,0
6371,9.695,0.030413777,4,11,1,0,2217.114,0,0,1,0
6372,13.65,0.049496899,3,13,0,1,2846.295,0,1,0,0
6373,17.75,0.029653914,2,23,0,2,2669.1922,0,1,0,0
6374,11.3,0.047912071,3,11,1,0,1258.362,0,0,1,0
6375,19.7,0.066611321,3,35,1,0,3705.177,0,0,0,1
6376,19.35,0.016611475,2,23,0,2,2651.2156,0,1,0,0
6377,6.905,0.03822479,2,18,0,1,587.2356,0,1,0,0
6378,13.5,0.129016487,2,21,1,2,1846.9292,0,1,0,0
6379,16.85,0.080141165,2,13,0,1,2013.3792,0,1,0,0
6380,20.6,0.0480335,4,18,0,1,3755.112,0,1,0,0
6381,6.175,0.179355893,2,21,1,2,575.2512,0,1,0,0
6382,18.5,0.062510529,3,11,1,0,2059.9852,0,0,1,0
6383,13.35,0.038519399,4,16,0,1,5005.4844,0,1,0,0
6384,9.195,0.047827139,2,35,1,0,3387.5904,0,0,0,1
6385,8.115,0.032208865,3,21,1,2,3739.1328,0,1,0,0
6386,15.85,0.078874948,1,11,1,0,303.6048,0,0,1,0
6387,7.05,0.097275777,4,35,0,2,223.7088,1,0,0,0
6388,16.35,0.020664178,1,13,0,1,1298.31,0,1,0,0
6389,21.35,0.078060605,2,11,1,0,380.8376,0,0,1,0
6390,12.15,0.131714183,4,11,1,0,4434.228,0,0,1,0
6391,16.6,0.135944247,3,21,1,2,2586.633,0,1,0,0
6392,11.6,0.077478931,3,11,1,0,4277.765,0,0,1,0
6393,20.6,0.046114018,3,18,0,1,1070.6064,0,1,0,0
6394,6.615,0.161030847,4,35,0,2,1001.3632,1,0,0,0
6395,20.1,0.054455495,3,23,0,2,2871.5954,0,1,0,0
6396,13.65,0.0,4,11,1,0,4287.752,0,0,1,0
6397,13.3,0.080257683,4,13,0,1,1864.24,0,1,0,0
6398,15.1,0.059037538,4,35,1,0,2607.2728,0,0,0,1
6399,14.15,0.094916347,3,35,1,0,4277.765,0,0,0,1
6400,16.35,0.034393057,1,22,0,0,155.7972,1,0,0,0
6401,5.32,0.093261677,2,11,1,0,1222.4088,0,0,1,0
6402,15.0,0.16143544,3,23,0,2,2766.399,0,1,0,0
6403,8.27,0.089479661,3,33,2,0,2106.5912,0,1,0,0
6404,9.21,0.008722342,2,35,1,0,4508.1318,0,0,0,1
6405,13.1,0.020988798,2,13,0,1,1191.782,0,1,0,0
6406,12.5,0.081260969,4,21,1,2,3085.3172,0,1,0,0
6407,19.1,0.045308131,1,23,0,2,649.8208,0,1,0,0
6408,11.3,0.06705851,4,13,0,1,3293.7126,0,1,0,0
6409,13.65,0.035930784,3,33,2,0,9069.5276,0,1,0,0
6410,17.6,0.018813776,4,35,1,0,5672.616,0,0,0,1
6411,11.15,0.032099989,3,35,1,0,2960.1468,0,0,0,1
6412,18.85,0.06823032,2,11,1,0,1557.972,0,0,1,0
6413,5.59,0.056592115,1,16,0,1,447.4176,0,1,0,0
6414,18.6,0.012643035,2,33,2,0,365.5242,0,1,0,0
6415,9.31,0.063529046,1,22,0,0,126.502,1,0,0,0
6416,6.17,0.010630949,1,23,0,2,1162.4868,0,1,0,0
6417,5.175,0.029490377,2,16,0,1,2858.2794,0,1,0,0
6418,20.2,0.129983688,1,35,0,2,185.0924,1,0,0,0
6419,19.2,0.094300933,4,11,1,0,1695.7926,0,0,1,0
6420,12.85,0.152001201,4,33,2,0,6056.1168,0,1,0,0
6421,16.25,0.039113587,2,33,2,0,1488.7288,0,1,0,0
6422,6.13,0.02848169,2,13,0,1,1310.2944,0,1,0,0
6423,12.3,0.05271592,4,11,1,0,569.259,0,0,1,0
6424,12.0,0.182493512,4,35,0,2,1041.3112,1,0,0,0
6425,10.1,0.050562853,3,22,0,0,463.3968,1,0,0,0
6426,11.15,0.07366703,1,11,1,0,131.8284,0,0,1,0
6427,19.35,0.03322326,3,11,1,0,3301.7022,0,0,1,0
6428,17.25,0.037396492,3,13,0,1,1808.9786,0,1,0,0
6429,19.85,0.054015429,4,16,0,1,4138.6128,0,1,0,0
6430,9.5,0.02210346,4,18,0,1,1370.2164,0,1,0,0
6431,9.395,0.099274694,2,21,1,2,852.224,0,1,0,0
6432,4.59,0.070721656,2,33,2,0,1471.418,0,1,0,0
6433,5.98,0.043554614,3,16,0,1,2354.2688,0,1,0,0
6434,6.46,0.04923932,3,21,1,2,4374.306,0,1,0,0
6435,7.02,0.08114883,3,16,0,1,3563.3616,0,1,0,0
6436,8.52,0.027054244,3,16,0,1,3506.7686,0,1,0,0
6437,12.6,0.036773101,4,22,0,0,249.0092,1,0,0,0
6438,5.94,0.049163321,4,22,0,0,563.2668,1,0,0,0
6439,16.25,0.078168739,1,23,0,2,1653.8472,0,1,0,0
6440,10.695,0.05337973,1,21,1,2,1113.2176,0,1,0,0
6441,5.88,0.030418998,2,13,0,1,1341.587,0,1,0,0
6442,9.3,0.111673587,1,11,1,0,968.739,0,0,1,0
6443,19.5,0.027341529,3,16,0,1,3994.8,0,1,0,0
6444,5.82,0.077634044,4,11,1,0,3844.995,0,0,1,0
6445,8.68,0.008835694,2,23,0,2,1182.4608,0,1,0,0
6446,15.7,0.055990291,3,23,0,2,3795.06,0,1,0,0
6447,9.1,0.00799548,1,35,1,0,2255.7304,0,0,0,1
6448,12.8,0.076369874,2,11,1,0,1448.115,0,0,1,0
6449,15.1,0.095351065,3,18,0,1,2535.3664,0,1,0,0
6450,7.31,0.026783871,2,16,0,1,1098.57,0,1,0,0
6451,18.25,0.01520491,4,35,1,0,4166.5764,0,0,0,1
6452,12.35,0.099757833,2,23,0,2,910.8144,0,1,0,0
6453,16.6,0.0,2,33,2,0,2014.7108,0,1,0,0
6454,14.35,0.090896452,4,16,0,1,6024.1584,0,1,0,0
6455,7.075,0.022602061,2,21,1,2,1458.102,0,1,0,0
6456,18.25,0.044250304,3,23,0,2,2423.512,0,1,0,0
6457,13.1,0.075885921,3,11,1,0,1504.0422,0,0,1,0
6458,7.68,0.153177941,1,11,1,0,1278.336,0,0,1,0
6459,19.7,0.0,4,18,0,1,1767.699,0,1,0,0
6460,8.52,0.027114238,3,18,0,1,1677.1502,0,1,0,0
6461,17.75,0.049634572,2,22,0,0,280.9676,1,0,0,0
6462,16.85,0.0,2,35,1,0,3914.904,0,0,0,1
6463,5.785,0.040587146,3,13,0,1,1258.362,0,1,0,0
6464,5.945,0.093008616,2,16,0,1,2195.8084,0,1,0,0
6465,18.25,0.17179432,3,13,0,1,2659.871,0,1,0,0
6466,8.68,0.008828341,2,33,2,0,689.7688,0,1,0,0
6467,11.65,0.033858187,2,23,0,2,2603.278,0,1,0,0
6468,19.25,0.034841089,2,11,1,0,282.2992,0,0,1,0
6469,16.2,0.08425957,4,22,0,0,769.6648,1,0,0,0
6470,13.0,0.083444376,4,33,2,0,4152.5946,0,1,0,0
6471,17.75,0.030497325,4,18,0,1,1534.0032,0,1,0,0
6472,12.15,0.131179812,4,23,0,2,3202.498,0,1,0,0
6473,6.32,0.012737719,1,21,1,2,353.5398,0,1,0,0
6474,17.25,0.159165324,1,16,0,1,1547.985,0,1,0,0
6475,7.72,0.122015744,2,11,1,0,2277.036,0,0,1,0
6476,18.85,0.068091318,2,18,0,1,3475.476,0,1,0,0
6477,19.7,0.067314073,3,13,0,1,2822.992,0,1,0,0
6478,14.5,0.041249072,1,23,0,2,1216.4166,0,1,0,0
6479,17.7,0.174340475,2,16,0,1,3570.6854,0,1,0,0
6480,15.7,0.11454343,2,16,0,1,3263.0858,0,1,0,0
6481,9.695,0.029693277,3,11,1,0,2716.464,0,0,1,0
6482,11.8,0.107057186,4,23,0,2,3558.0352,0,1,0,0
6483,5.985,0.009921107,3,35,0,2,555.2772,1,0,0,0
6484,7.935,0.031583053,4,35,1,0,7100.757,0,0,0,1
6485,15.2,0.097043739,2,16,0,1,2664.5316,0,1,0,0
6486,8.77,0.046762633,3,16,0,1,1724.422,0,1,0,0
6487,19.7,0.064909488,1,16,0,1,1308.297,0,1,0,0
6488,10.5,0.011305479,4,21,1,2,4740.496,0,1,0,0
6489,15.1,0.0,3,22,0,0,433.4358,1,0,0,0
6490,5.405,0.053576661,4,33,2,0,2388.8904,0,1,0,0
6491,20.35,0.150947728,1,33,2,0,1868.2348,0,1,0,0
6492,9.27,0.10818157,3,35,0,2,449.415,1,0,0,0
6493,5.785,0.038749536,4,16,0,1,4459.5284,0,1,0,0
6494,11.8,0.113790879,3,11,1,0,370.1848,0,0,1,0
6495,13.65,0.065313024,1,35,1,0,1516.0266,0,0,0,1
6496,12.5,0.0,2,13,0,1,253.004,0,1,0,0
6497,6.11,0.152813518,1,13,0,1,1025.9978,0,1,0,0
6498,7.105,0.044771473,1,33,2,0,592.562,0,1,0,0
6499,8.5,0.098083231,1,18,0,1,675.1212,0,1,0,0
6500,16.7,0.06121901,2,13,0,1,1970.768,0,1,0,0
6501,17.1,0.047073322,2,13,0,1,2950.1598,0,1,0,0
6502,8.325,0.029953314,1,13,0,1,568.5932,0,1,0,0
6503,15.85,0.0,1,33,2,0,1255.6988,0,1,0,0
6504,20.5,0.040520754,3,35,0,2,153.134,1,0,0,0
6505,18.75,0.052554508,4,35,1,0,1917.504,0,0,0,1
6506,12.15,0.018514652,4,13,0,1,5834.4054,0,1,0,0
6507,15.85,0.07871426,1,18,0,1,493.3578,0,1,0,0
6508,17.1,0.054197299,1,16,0,1,1860.2452,0,1,0,0
6509,15.5,0.103442268,3,23,0,2,2433.499,0,1,0,0
6510,14.15,0.095360186,3,16,0,1,3251.1014,0,1,0,0
6511,6.65,0.053031857,3,35,1,0,4454.202,0,0,0,1
6512,6.865,0.013990601,2,16,0,1,2841.6344,0,1,0,0
6513,16.5,0.066237024,3,16,0,1,6385.022,0,1,0,0
6514,14.5,0.089761211,3,16,0,1,2376.906,0,1,0,0
6515,19.35,0.01863822,2,11,1,0,1677.816,0,0,1,0
6516,8.51,0.016176344,4,11,1,0,1937.478,0,0,1,0
6517,6.65,0.089196394,3,22,0,0,296.9468,1,0,0,0
6518,7.39,0.092782895,4,23,0,2,2259.0594,0,1,0,0
6519,10.895,0.0358031,2,21,1,2,2504.7396,0,1,0,0
6520,8.63,0.028271345,3,16,0,1,2069.3064,0,1,0,0
6521,7.75,0.043238822,1,23,0,2,1701.7848,0,1,0,0
6522,12.15,0.037955309,1,21,1,2,710.4086,0,1,0,0
6523,18.25,0.089186083,4,11,1,0,4502.1396,0,0,1,0
6524,19.85,0.044566659,1,21,1,2,703.0848,0,1,0,0
6525,9.3,0.028638276,4,11,1,0,2138.5496,0,0,1,0
6526,19.35,0.057762301,4,35,1,0,2145.2076,0,0,0,1
6527,5.98,0.075711199,1,18,0,1,331.5684,0,1,0,0
6528,9.195,0.027767577,1,35,0,2,412.796,1,0,0,0
6529,7.02,0.049865399,1,23,0,2,1165.15,0,1,0,0
6530,7.72,0.052061483,1,21,1,2,1324.2762,0,1,0,0
6531,5.925,0.096387053,1,33,2,0,356.8688,0,1,0,0
6532,9.695,0.128176489,4,33,2,0,3600.6464,0,1,0,0
6533,12.6,0.064110725,2,23,0,2,243.6828,0,1,0,0
6534,15.6,0.035561344,2,21,1,2,1821.6288,0,1,0,0
6535,16.7,0.119647957,3,21,1,2,4165.2448,0,1,0,0
6536,18.0,0.238831875,1,22,0,0,88.5514,1,0,0,0
6537,12.65,0.075676339,4,35,1,0,8789.8916,0,0,0,1
6538,20.85,0.021416681,2,11,1,0,1149.8366,0,0,1,0
6539,5.88,0.024766802,3,35,1,0,3281.0624,0,0,0,1
6540,18.7,0.070691729,4,23,0,2,5742.525,0,1,0,0
6541,8.42,0.030693309,4,35,1,0,10306.584,0,0,0,1
6542,18.85,0.055671582,2,13,0,1,263.6568,0,1,0,0
6543,11.65,0.040507228,4,16,0,1,2237.088,0,1,0,0
6544,16.5,0.035626319,1,33,2,0,932.12,0,1,0,0
6545,15.6,0.143688905,2,11,1,0,2184.4898,0,0,1,0
6546,12.3,0.106542886,3,18,0,1,3139.9128,0,1,0,0
6547,13.6,0.208662546,4,35,0,2,466.06,1,0,0,0
6548,10.65,0.024107056,1,13,0,1,447.4176,0,1,0,0
6549,16.2,0.104058452,2,13,0,1,2063.98,0,1,0,0
6550,10.5,0.048403392,1,11,1,0,527.3136,0,0,1,0
6551,16.85,0.026391403,1,35,1,0,2609.936,0,0,0,1
6552,7.55,0.031007381,2,18,0,1,2082.6224,0,1,0,0
6553,7.0,0.150672399,2,35,1,0,2450.144,0,0,0,1
6554,13.35,0.149598628,3,21,1,2,3775.086,0,1,0,0
6555,16.0,0.077290355,1,13,0,1,713.7376,0,1,0,0
6556,11.35,0.078758649,2,35,0,2,202.4032,1,0,0,0
6557,16.85,0.036359891,1,33,2,0,2263.72,0,1,0,0
6558,8.185,0.046747071,1,13,0,1,837.5764,0,1,0,0
6559,19.7,0.0,2,21,1,2,1635.8706,0,1,0,0
6560,10.8,0.041865848,4,23,0,2,5841.0634,0,1,0,0
6561,12.6,0.031713126,3,13,0,1,1030.6584,0,1,0,0
6562,16.7,0.07044068,4,11,1,0,6275.165,0,0,1,0
6563,13.1,0.006087409,3,11,1,0,1870.898,0,0,1,0
6564,14.85,0.035456465,3,13,0,1,3690.5294,0,1,0,0
6565,7.02,0.142107998,3,35,0,2,296.9468,1,0,0,0
6566,13.0,0.030064132,1,33,2,0,898.83,0,1,0,0
6567,12.1,0.029781363,3,23,0,2,1596.5884,0,1,0,0
6568,11.3,0.056387854,4,33,2,0,6669.3186,0,1,0,0
6569,10.0,0.038653608,4,33,2,0,7105.4176,0,1,0,0
6570,20.6,0.083172413,2,18,0,1,1696.4584,0,1,0,0
6571,11.5,0.020565921,1,16,0,1,1384.864,0,1,0,0
6572,11.8,0.008609602,2,13,0,1,1390.1904,0,1,0,0
6573,8.895,0.121180705,3,22,0,0,176.437,1,0,0,0
6574,9.3,0.174703862,2,18,0,1,1788.3388,0,1,0,0
6575,16.2,0.127800388,3,35,1,0,4587.362,0,0,0,1
6576,19.1,0.296713665,3,22,0,0,1034.6532,1,0,0,0
6577,17.85,0.018125948,2,13,0,1,761.6752,0,1,0,0
6578,6.445,0.029859711,2,13,0,1,1418.154,0,1,0,0
6579,12.65,0.116203156,1,22,0,0,415.4592,1,0,0,0
6580,13.15,0.09264951,3,16,0,1,3803.0496,0,1,0,0
6581,15.0,0.081197035,2,35,0,2,365.5242,1,0,0,0
6582,15.0,0.049070183,1,16,0,1,767.0016,0,1,0,0
6583,11.65,0.131394793,3,33,2,0,1669.8264,0,1,0,0
6584,20.1,0.0,3,22,0,0,151.1366,1,0,0,0
6585,17.35,0.0,2,23,0,2,1922.8304,0,1,0,0
6586,18.1,0.022526293,2,13,0,1,1713.7692,0,1,0,0
6587,8.5,0.163838951,1,22,0,0,311.5944,1,0,0,0
6588,14.1,0.11349714,1,18,0,1,1364.89,0,1,0,0
6589,11.8,0.094185483,2,13,0,1,2002.7264,0,1,0,0
6590,6.035,0.14113846,3,33,2,0,3691.1952,0,1,0,0
6591,7.07,0.164006137,2,35,0,2,575.917,1,0,0,0
6592,12.5,0.17314115,3,22,0,0,170.4448,1,0,0,0
6593,20.85,0.039555016,2,16,0,1,820.2656,0,1,0,0
6594,14.0,0.037580877,3,21,1,2,4275.7676,0,1,0,0
6595,17.25,0.035064318,1,23,0,2,1304.968,0,1,0,0
6596,11.5,0.017678008,2,18,0,1,1705.1138,0,1,0,0
6597,6.675,0.041986639,1,21,1,2,1480.7392,0,1,0,0
6598,5.8,0.130955811,1,23,0,2,1338.258,0,1,0,0
6599,8.895,0.026492726,4,13,0,1,6251.862,0,1,0,0
6600,7.67,0.185130961,1,21,1,2,588.5672,0,1,0,0
6601,10.895,0.026934673,2,18,0,1,319.584,0,1,0,0
6602,8.21,0.0,3,18,0,1,1491.392,0,1,0,0
6603,8.575,0.023866079,2,33,2,0,958.752,0,1,0,0
6604,7.75,0.043414959,1,11,1,0,1418.154,0,0,1,0
6605,15.7,0.030554947,1,35,1,0,1125.202,0,0,0,1
6606,16.1,0.023463124,4,35,1,0,9554.23,0,0,0,1
6607,12.35,0.033951827,4,13,0,1,2966.139,0,1,0,0
6608,17.7,0.174228338,2,33,2,0,691.1004,0,1,0,0
6609,8.52,0.027169589,3,11,1,0,1829.6184,0,0,1,0
6610,18.2,0.1630653,1,16,0,1,758.3462,0,1,0,0
6611,16.2,0.058444176,1,35,0,2,223.7088,1,0,0,0
6612,16.0,0.057049301,4,16,0,1,1350.2424,0,1,0,0
6613,8.63,0.032960823,2,21,1,2,1366.2216,0,1,0,0
6614,10.8,0.0,1,13,0,1,406.138,0,1,0,0
6615,18.75,0.053025371,4,11,1,0,2109.2544,0,0,1,0
6616,5.78,0.096306016,3,33,2,0,2111.9176,0,1,0,0
6617,13.8,0.014762987,1,18,0,1,1338.258,0,1,0,0
6618,17.75,0.067446626,3,33,2,0,1677.816,0,1,0,0
6619,11.5,0.042173667,4,11,1,0,2316.984,0,0,1,0
6620,11.8,0.008578539,2,18,0,1,1158.492,0,1,0,0
6621,15.1,0.056155909,2,13,0,1,2681.8424,0,1,0,0
6622,17.7,0.305305397,2,35,0,2,460.7336,1,0,0,0
6623,8.85,0.112571187,2,33,2,0,1609.9044,0,1,0,0
6624,12.6,0.083221904,3,13,0,1,2626.581,0,1,0,0
6625,13.8,0.064195136,1,16,0,1,1138.518,0,1,0,0
6626,6.115,0.007055292,4,21,1,2,3605.307,0,1,0,0
6627,17.25,0.070703828,3,22,0,0,343.5528,1,0,0,0
6628,15.5,0.102941345,2,35,1,0,2719.793,0,0,0,1
6629,6.26,0.009887927,3,18,0,1,2418.1856,0,1,0,0
6630,13.5,0.101231721,1,22,0,0,173.108,1,0,0,0
6631,19.6,0.069112952,1,22,0,0,442.757,1,0,0,0
6632,17.0,0.138846289,4,35,1,0,1324.942,0,0,0,1
6633,11.5,0.171050595,2,16,0,1,3880.2824,0,1,0,0
6634,14.65,0.0,1,21,1,2,552.614,0,1,0,0
6635,8.89,0.005496816,2,11,1,0,1012.016,0,0,1,0
6636,8.02,0.033259081,3,22,0,0,1090.5804,1,0,0,0
6637,18.7,0.092095924,3,13,0,1,2006.7212,0,1,0,0
6638,7.405,0.015295536,1,21,1,2,547.2876,0,1,0,0
6639,5.98,0.043526599,3,33,2,0,2354.2688,0,1,0,0
6640,14.3,0.049435598,4,35,1,0,5487.5236,0,0,0,1
6641,18.6,0.027610698,3,35,0,2,604.5464,1,0,0,0
6642,15.2,0.012141036,1,18,0,1,680.4476,0,1,0,0
6643,12.1,0.029949818,3,13,0,1,3773.7544,0,1,0,0
6644,11.35,0.053939315,1,35,0,2,50.6008,1,0,0,0
6645,9.285,0.0,3,23,0,2,4653.2762,0,1,0,0
6646,11.5,0.073541072,4,35,0,2,386.164,1,0,0,0
6647,8.155,0.199935881,4,22,0,0,379.506,1,0,0,0
6648,9.3,0.043033346,1,21,1,2,1159.8236,0,1,0,0
6649,13.85,0.034570357,2,23,0,2,3243.7776,0,1,0,0
6650,16.7,0.054739692,1,18,0,1,1086.5856,0,1,0,0
6651,11.15,0.105471384,2,21,1,2,1973.4312,0,1,0,0
6652,16.7,0.042610897,2,16,0,1,715.0692,0,1,0,0
6653,17.0,0.126758324,2,11,1,0,1132.5258,0,0,1,0
6654,7.365,0.042524835,4,33,2,0,4527.44,0,1,0,0
6655,16.5,0.073813788,4,16,0,1,5383.6588,0,1,0,0
6656,13.8,0.097251621,4,22,0,0,245.6802,1,0,0,0
6657,17.6,0.014008751,3,35,0,2,862.211,1,0,0,0
6658,18.7,0.02442574,1,22,0,0,51.9324,1,0,0,0
6659,7.905,0.010012319,4,23,0,2,3004.0896,0,1,0,0
6660,13.65,0.184454044,4,21,1,2,4035.4138,0,1,0,0
6661,17.6,0.105042025,3,21,1,2,3111.9492,0,1,0,0
6662,15.5,0.053589594,1,11,1,0,173.108,0,0,1,0
6663,17.25,0.125734578,1,11,1,0,199.74,0,0,1,0
6664,6.89,0.136705075,4,18,0,1,4440.886,0,1,0,0
6665,7.81,0.03412912,3,11,1,0,1838.2738,0,0,1,0
6666,20.2,0.100319317,4,11,1,0,3367.6164,0,0,1,0
6667,19.6,0.033737273,1,35,1,0,607.8754,0,0,0,1
6668,10.3,0.030569229,2,23,0,2,4695.2216,0,1,0,0
6669,4.635,0.14086247,2,16,0,1,1670.4922,0,1,0,0
6670,6.465,0.208397715,4,22,0,0,264.9884,1,0,0,0
6671,6.03,0.039751236,3,35,0,2,708.4112,1,0,0,0
6672,6.61,0.0,4,18,0,1,2993.4368,0,1,0,0
6673,19.6,0.127416049,3,35,1,0,1006.6896,0,0,0,1
6674,9.1,0.291438755,2,22,0,0,125.8362,1,0,0,0
6675,5.15,0.06112617,2,33,2,0,371.5164,0,1,0,0
6676,5.59,0.056328717,1,35,1,0,1597.92,0,0,0,1
6677,18.0,0.03901099,3,23,0,2,4119.9704,0,1,0,0
6678,10.1,0.093862362,2,22,0,0,231.6984,1,0,0,0
6679,17.5,0.015485016,3,35,1,0,4979.5182,0,0,0,1
6680,9.3,0.033276066,3,35,1,0,3723.1536,0,0,0,1
6681,8.21,0.010781158,3,21,1,2,1938.8096,0,1,0,0
6682,7.81,0.067730081,4,11,1,0,2199.1374,0,0,1,0
6683,12.15,0.018410515,4,23,0,2,2283.0282,0,1,0,0
6684,19.35,0.083079826,1,22,0,0,157.1288,1,0,0,0
6685,15.6,0.176244038,3,22,0,0,515.3292,1,0,0,0
6686,7.365,0.160216552,1,21,1,2,1677.816,0,1,0,0
6687,9.5,0.048676324,4,16,0,1,2057.9878,0,1,0,0
6688,9.695,0.070103425,3,35,1,0,5888.3352,0,0,0,1
6689,5.73,0.045556681,1,11,1,0,1288.323,0,0,1,0
6690,15.1,0.076193763,1,21,1,2,2247.075,0,1,0,0
6691,6.765,0.087187488,2,33,2,0,1567.959,0,1,0,0
6692,14.85,0.035311852,3,21,1,2,4813.734,0,1,0,0
6693,6.11,0.103080901,2,21,1,2,1957.452,0,1,0,0
6694,20.1,0.075049323,2,13,0,1,1105.228,0,1,0,0
6695,5.73,0.045463871,1,18,0,1,2061.3168,0,1,0,0
6696,9.3,0.015944801,4,35,1,0,6474.2392,0,0,0,1
6697,6.785,0.022974812,4,23,0,2,5890.9984,0,1,0,0
6698,8.645,0.021629781,1,18,0,1,999.3658,0,1,0,0
6699,14.85,0.032516546,4,35,0,2,753.6856,1,0,0,0
6700,15.6,0.081036436,2,33,2,0,2572.6512,0,1,0,0
6701,7.76,0.059472609,2,18,0,1,1298.31,0,1,0,0
6702,9.195,0.047081398,1,33,2,0,1179.1318,0,1,0,0
6703,9.8,0.047260402,2,21,1,2,1922.8304,0,1,0,0
6704,18.25,0.148673586,4,22,0,0,195.7452,1,0,0,0
6705,21.25,0.156012631,3,11,1,0,2822.992,0,0,1,0
6706,7.235,0.077011493,2,18,0,1,1506.0396,0,1,0,0
6707,20.25,0.07614605,4,16,0,1,4681.9056,0,1,0,0
6708,15.85,0.135836915,1,35,1,0,3237.1196,0,0,0,1
6709,10.1,0.030062224,3,35,1,0,2471.4496,0,0,0,1
6710,18.0,0.008575615,1,11,1,0,644.4944,0,0,1,0
6711,7.02,0.081096635,3,33,2,0,3563.3616,0,1,0,0
6712,15.1,0.100060762,3,18,0,1,2600.6148,0,1,0,0
6713,8.68,0.008834023,2,16,0,1,2266.3832,0,1,0,0
6714,21.2,0.007069662,3,11,1,0,1911.5118,0,0,1,0
6715,16.6,0.046161923,3,22,0,0,356.8688,1,0,0,0
6716,12.15,0.079592733,1,18,0,1,645.1602,0,1,0,0
6717,16.25,0.025776994,3,21,1,2,2863.6058,0,1,0,0
6718,11.5,0.020960615,2,33,2,0,2649.884,0,1,0,0
6719,5.73,0.0,1,35,1,0,1374.2112,0,0,0,1
6720,13.15,0.020715913,1,23,0,2,1268.349,0,1,0,0
